tour,player,elo,matches,last_date
WTA,Suzuho Oshino,1515.95,29,2023-09-25
WTA,Katherine Westbury,1506.6,29,2022-02-28
WTA,Maria Fernanda Martinez Hernandez,1494.85,29,2024-06-10
WTA,Irina Dshandshgava,1492.27,29,2022-03-21
WTA,Anna Tabunshchyk,1487.01,29,2026-03-23
WTA,Gabriela Skrabalova,1486.35,29,2025-08-04
WTA,Elitsa Kostova,1474.31,29,2021-06-28
WTA,Katsiaryna Skachkova,1469.67,29,2022-11-14
WTA,Nina Danisova,1464.48,29,2023-12-04
WTA,Lucia Tognoni,1462.7,29,2024-04-15
WTA,Victoria Bervid,1460.47,29,2024-02-05
ATP,Sergio Planella Hernandez,1452.52,29,2025-10-06
ATP,Lorenzo Esquici,1446.74,29,2022-11-14
ATP,Cing Yang Meng,1445.12,29,2025-11-03
WTA,Valeriia Krokhotina,1443.87,29,2025-06-09
WTA,Maria Victoria Graff,1439.99,29,2024-11-04
ATP,Danil Panarin,1436.4,29,2025-06-30
ATP,Antonio Voljavec,1434.71,29,2025-03-17
ATP,Luciano Doria,1433.69,29,2023-04-17
WTA,Bhuvana Kalva,1431.94,29,2022-10-17
WTA,Sihyeong Cho,1427.36,29,2026-05-18
ATP,Mikhail Fufygin,1419.93,29,2022-11-28
WTA,Kseniia Piskareva,1419.05,29,2024-01-15
ATP,Jonas Schaer,1411.76,29,2023-03-20
WTA,Zeynep Su Yavuz,1411.4,29,2022-05-23
ATP,Neo Niedner,1410.94,29,2026-06-01
WTA,Jovana Peric,1408.34,29,2023-09-04
WTA,Jana Kareisova,1394.2,29,2024-07-01
WTA,Ashley Katz,1392.75,29,2024-04-29
WTA,Maria Charl,1390.8,29,2022-08-22
ATP,Alessandro Spadola,1386.12,29,2026-04-20
WTA,Zlata Saurasava,1384.69,29,2024-10-28
ATP,Roman Kharlamov,1382.86,29,2026-05-04
ATP,Nikita Volonski,1381.5,29,2022-10-31
ATP,Federico Valle,1370.96,29,2026-05-25
WTA,Anlin Xie,1368.6,29,2024-06-10
ATP,Jannik Maute,1364.29,29,2022-06-06
WTA,Sapir Cohen,1359.12,29,2026-05-18
WTA,Yarden Akler,1359.08,29,2022-04-25
ATP,Matei Cristian Onofrei,1333.05,29,2025-07-07
WTA,Nifemi Akinbiyi,1328.37,29,2024-01-22
ATP,Imran Sibille,1322.77,29,2024-07-15
WTA,Aglaya Zaynieva,1300.16,29,2025-10-27
WTA,Nadine Abid,1270.46,29,2024-11-18
WTA,Dora Olgungul,1266.43,29,2024-05-13
ATP,Louis Allen,1263.06,29,2026-04-13
WTA,Isha Budwal,1262.96,29,2024-02-26
WTA,Viktoria Kurz,1254.81,29,2026-05-11
WTA,Sorana Cirstea,1766.98,28,2026-01-12
WTA,Sofia Kenin,1741.74,28,2026-05-17
ATP,Frances Tiafoe,1720.63,28,2024-04-29
WTA,Shruti Ahlawat,1648.23,28,2026-04-27
WTA,Marie Temin,1636.08,28,2022-03-14
WTA,Anastasia Lizunova,1618.85,28,2026-05-18
WTA,Milana Safiullina,1594.34,28,2024-05-06
WTA,Nikki Redelijk,1583.39,28,2023-06-19
ATP,Stefan Horia Haita,1582.66,28,2026-03-30
WTA,Grace Levelston,1579.68,28,2022-06-20
ATP,Robin Stanek,1575.96,28,2021-08-16
WTA,Lavina Morreale,1574.8,28,2024-03-11
WTA,Misa Malkin,1572.38,28,2026-03-02
WTA,Cecilia Costa,1565.45,28,2024-06-03
WTA,Rachael Smith,1559.39,28,2026-03-09
WTA,Alina Silich,1547.0,28,2021-06-21
ATP,Andres Fernandez Canovas,1534.85,28,2025-08-25
ATP,Damien Salvestre,1532.49,28,2025-09-01
WTA,Martina Genis Salas,1531.15,28,2025-07-21
WTA,Makoto Ninomiya,1526.86,28,2026-02-16
ATP,Simon Reveniau,1524.01,28,2026-03-23
WTA,Katerina Dimitrova,1511.83,28,2023-04-17
WTA,Serena Pereyra Giubbani,1508.16,28,2025-09-22
WTA,Hannah Viller Moller,1502.8,28,2024-06-17
WTA,Eva Gartseva,1497.48,28,2023-03-13
WTA,Vilma Krebs Hyllested,1491.73,28,2025-04-14
ATP,Stefan Cooper,1491.31,28,2026-06-01
WTA,Ellie Daniels,1489.27,28,2026-04-27
WTA,Ji Min Park,1480.07,28,2026-04-20
WTA,Filippa Bruu Syversen,1478.05,28,2024-06-03
WTA,Lejla Hana Golubovic,1476.7,28,2026-06-01
WTA,Eva Alvarez Sande,1469.33,28,2026-05-25
WTA,Lea Magun,1464.42,28,2021-06-21
WTA,Magdalena Swierczynska,1461.76,28,2023-06-19
ATP,Karol Drzewiecki,1460.24,28,2024-11-04
WTA,Raquel Caballero Chica,1456.85,28,2026-05-25
WTA,Erin Routliffe,1454.92,28,2023-10-09
WTA,Rebecca Frant,1448.28,28,2023-11-20
ATP,Quentin Robert,1448.27,28,2020-02-24
WTA,Kanna Soeda,1445.01,28,2025-06-16
WTA,Jessy Rompies,1442.42,28,2024-05-27
ATP,Hudson Rivera,1439.95,28,2023-08-14
WTA,Aurora Corvi,1438.86,28,2026-05-18
WTA,Ziyi Gao,1438.2,28,2024-04-22
WTA,Xiaowei Li,1438.01,28,2026-04-27
WTA,Michiru Furuya,1437.45,28,2025-05-12
WTA,Amina Salibayeva,1436.73,28,2025-06-23
ATP,Andres Gabriel Ciurletti,1434.04,28,2022-09-19
ATP,Timur Kiyamov,1433.65,28,2022-01-17
ATP,Gabriele Volpi,1429.3,28,2026-03-02
WTA,Isabel Pascual Montalvo,1429.03,28,2026-05-25
WTA,Nora Ayala Serra,1428.63,28,2023-10-16
WTA,Aleksandra Julia Jelen,1427.33,28,2022-03-21
WTA,Polina Gubina,1426.43,28,2022-03-07
WTA,Manal Ennaciri,1424.81,28,2026-06-01
ATP,Mohamed Ali Abibsi,1424.12,28,2026-06-01
WTA,Micheline Aubuchon,1422.79,28,2022-11-07
ATP,Julian Gimenez,1419.86,28,2023-05-01
ATP,Oskar Grzegorzewski,1414.92,28,2026-05-11
ATP,Leo Deflandre,1414.49,28,2026-04-06
ATP,James Van Herzeele,1413.82,28,2026-06-01
ATP,Joe Leather,1410.83,28,2026-02-02
ATP,Reese Stalder,1409.91,28,2025-11-24
ATP,Lorenzo Beraldo,1407.56,28,2025-09-08
WTA,Malwina Rowinska,1391.91,28,2026-04-06
WTA,Nicolly Ferreira,1391.28,28,2023-04-24
ATP,Adrien Burdet,1385.66,28,2026-02-02
ATP,Tim Heger,1380.97,28,2024-08-12
ATP,Dmitry Bessonov,1378.7,28,2026-06-01
WTA,Noelani Sara Teso,1371.89,28,2026-04-27
ATP,Rodolfo Jauregui Sainz De Rozas,1367.03,28,2026-03-16
ATP,Federico Marchetti,1366.01,28,2024-03-25
WTA,Mia Sarcev,1362.33,28,2024-12-02
ATP,Filiberto Fumagalli,1353.72,28,2024-11-18
WTA,Ana Prso,1352.87,28,2024-06-10
WTA,Yuping Wang,1344.29,28,2026-04-27
ATP,Courtney John Lock,1342.12,28,2026-05-04
ATP,Nicolas Rafael Goldberg Alviani,1334.68,28,2025-09-08
ATP,Chanchai Sookton Eng,1333.49,28,2022-10-24
WTA,Agostina Breval,1333.37,28,2025-01-06
ATP,Benedikt Emesz,1329.62,28,2023-07-10
WTA,Zumra Balkan,1329.13,28,2026-01-12
WTA,Zineb El Ouazzani,1329.07,28,2022-11-07
WTA,Martina Sofia Sfilio,1328.41,28,2024-08-05
ATP,Petr Iamachkine,1327.44,28,2024-10-28
ATP,Ignacio Benzal Alia,1324.38,28,2024-04-29
ATP,Enmanuel Munoz,1321.99,28,2025-03-11
ATP,Guilherme Valdoleiros,1316.28,28,2025-11-24
WTA,Isabella Lynch,1315.02,28,2023-04-03
WTA,Daria Maria Tudor,1299.61,28,2025-10-27
WTA,Tasha Cacciato,1296.35,28,2024-05-13
ATP,Atharva Sharma,1293.13,28,2026-02-09
ATP,Raffael Schaer,1269.89,28,2025-06-09
WTA,Sumvruta Iyengar,1263.66,28,2025-06-09
WTA,Tamara Cherkassova,1240.43,28,2024-04-22
WTA,Asma Ben Abdallah,1180.43,28,2024-10-28
WTA,Xinran Sun,1752.24,27,2026-05-25
WTA,Barbora Krejcikova,1698.49,27,2026-05-11
ATP,James Kent Trotter,1656.57,27,2026-03-16
WTA,Ksenia Smirnova,1605.34,27,2026-05-25
WTA,Yushan Shao,1597.16,27,2026-04-27
ATP,Alen Avidzba,1577.36,27,2020-01-06
ATP,James Connel,1572.68,27,2026-05-11
ATP,Gabriel Petit,1550.49,27,2020-01-06
WTA,Mariya Dolzhenko,1536.15,27,2022-06-27
WTA,Adriana Tkachenko,1530.04,27,2025-10-13
ATP,Harold Huens,1503.51,27,2025-11-24
WTA,Dana Charintceva,1498.42,27,2026-06-01
WTA,Rozalia Gruszczynska,1495.75,27,2024-07-15
WTA,Pranjala Yadlapalli,1495.05,27,2025-03-31
WTA,Mutsumi Uemura,1489.62,27,2026-05-25
ATP,Lachlan Mcfadzean,1487.26,27,2026-05-25
WTA,Daria Belyaeva,1485.85,27,2026-05-25
ATP,Keegan Rice,1485.33,27,2025-11-10
WTA,Iuliia Iudenko,1484.86,27,2023-11-13
WTA,Sofia Snitko,1484.47,27,2023-05-15
ATP,Petr Michnev,1483.02,27,2025-10-06
WTA,Juliane Triebe,1478.69,27,2022-04-25
ATP,Amir Milushev,1477.4,27,2025-07-28
WTA,Isabella Chhiv,1475.23,27,2024-07-22
ATP,Joshua Paris,1473.93,27,2022-05-30
WTA,Josefina Zehnder,1472.52,27,2023-07-24
ATP,Vlado Jankanj,1466.15,27,2026-06-01
ATP,Marvin Netuschil,1463.16,27,2022-05-23
WTA,Sara Donnini,1458.72,27,2024-03-04
ATP,Hendrik Jebens,1455.11,27,2025-03-11
WTA,Berta Miret Avante,1454.84,27,2026-06-01
WTA,Noa Major,1453.5,27,2023-06-12
WTA,Niditra Rajmohan,1452.65,27,2022-02-28
WTA,Aleksandra Simeva,1450.97,27,2024-11-04
WTA,Sakura Hondo,1450.09,27,2021-06-21
ATP,Kacper Knitter,1440.65,27,2026-02-09
WTA,Livia Rodrigues Daud,1435.25,27,2024-11-04
ATP,Valentin Garay,1434.18,27,2026-05-11
ATP,Sven Corbinais,1429.23,27,2026-05-25
ATP,Vlad Victor Cornea,1423.07,27,2022-02-21
ATP,Vladimir Korolev,1422.88,27,2022-05-23
WTA,Honoka Uchiyama,1422.85,27,2023-10-16
WTA,Nadia Echeverria Alam,1421.96,27,2022-03-07
WTA,Jovana Jaksic,1418.83,27,2021-01-10
ATP,Maxim Ratniuk,1418.1,27,2022-05-16
WTA,Petia Arshinkova,1416.16,27,2021-04-12
WTA,Darya Lavrichenko,1413.42,27,2022-02-14
WTA,Bruna Melato,1409.37,27,2024-06-03
ATP,Jan Sebesta,1404.96,27,2022-03-21
WTA,Aleksandra Stevanovic,1404.65,27,2025-06-02
ATP,Tom Brown,1403.93,27,2024-04-29
ATP,Peter Alam,1401.57,27,2026-05-25
ATP,Vitor Leal,1397.12,27,2024-04-29
ATP,Matthew Thomson,1393.03,27,2026-02-02
WTA,Aline Thommen,1389.56,27,2022-08-22
ATP,Oscar Galimardanov,1381.72,27,2024-07-22
WTA,Julia Klimovicz,1378.07,27,2022-01-24
WTA,Celia Anson Sanchez,1376.73,27,2026-06-01
WTA,Alice Gubertini,1373.26,27,2024-10-21
WTA,Maria Manilova,1372.75,27,2021-03-08
ATP,Miguel Garcia,1369.88,27,2023-02-06
WTA,Gloria Contrino,1369.81,27,2025-10-13
ATP,Victor Braga,1368.03,27,2026-05-04
ATP,Miguel Angel Cabrera,1367.49,27,2023-09-18
WTA,Meghna Arun Kumar,1367.12,27,2025-07-07
WTA,Carol Plakk,1366.8,27,2026-05-11
WTA,Alexandra Riley,1362.55,27,2023-01-30
ATP,Carlos Giraldi,1339.44,27,2026-06-01
ATP,Adam Farag Cao,1339.2,27,2025-11-10
ATP,Blake Bayldon,1338.65,27,2025-10-20
ATP,Abraham Asaba,1336.39,27,2024-10-28
WTA,Sofia Vivas,1334.93,27,2024-11-18
ATP,Isaac Nortey,1323.8,27,2025-09-08
WTA,Kerstin Peckl,1323.7,27,2023-04-03
WTA,Carlota Corte,1321.22,27,2026-04-06
ATP,Vlad Andrei Dumitru,1320.82,27,2023-09-18
WTA,Aya Bychenko,1317.61,27,2024-12-09
WTA,Liubov Demidova,1312.21,27,2021-06-28
WTA,Dylan Cline,1307.19,27,2024-06-10
WTA,Carla Tomai,1303.69,27,2026-06-01
ATP,Jordan Chiu,1291.61,27,2026-04-20
WTA,Leela Cline,1262.31,27,2024-06-10
ATP,Andrej Radojicic,1246.33,27,2025-09-22
WTA,Megan Markov,1211.8,27,2024-12-16
WTA,Fabienne Kim Degroot,1183.93,27,2024-05-13
WTA,Bianca Andreescu,1803.52,26,2026-03-17
WTA,Magda Linette,1718.2,26,2024-06-24
WTA,Kirsten Flipkens,1685.16,26,2022-06-20
WTA,Nauhany Vitoria Leme Da Silva,1670.73,26,2026-04-21
ATP,Gianluigi Quinzi,1635.19,26,2020-02-03
WTA,Marta Lombardini,1617.73,26,2026-05-05
ATP,Leonardo Mayer,1597.95,26,2021-06-14
WTA,Yubarani Banerjee,1596.17,26,2022-02-21
WTA,Margaux Orange,1567.11,26,2021-07-12
WTA,Mei Xu Wu,1559.83,26,2024-04-22
WTA,Amelia Paszun,1558.43,26,2026-05-18
ATP,Sebastian Gorzny,1552.61,26,2026-06-01
WTA,Clemence Mercier,1545.97,26,2025-10-13
WTA,Sophie Isabele Jurca,1544.62,26,2025-08-04
WTA,Zinovia Vaneva,1542.78,26,2025-09-29
ATP,Daniel Jade,1541.58,26,2026-05-12
ATP,Dominique Rolland,1537.99,26,2025-11-03
WTA,Dusica Popovski,1532.15,26,2026-06-01
WTA,Angelica Sara,1532.0,26,2025-11-10
WTA,Ava Rodriguez,1528.18,26,2026-04-06
WTA,Lara Russiniello,1521.31,26,2024-01-29
WTA,Da Ye Kim,1520.08,26,2025-04-28
WTA,Patricia Grigoras,1515.53,26,2023-10-09
WTA,Marina Lubsheva,1513.83,26,2025-01-13
WTA,Bente Spee,1510.96,26,2023-07-03
WTA,Ingkar Dyussebay,1504.96,26,2026-05-25
ATP,Iker Urribarrens Ramirez,1501.92,26,2025-06-30
ATP,Antoni Fabre,1497.56,26,2026-04-27
WTA,Rania Azziz,1493.47,26,2024-07-08
ATP,Paul Cayre,1492.39,26,2023-03-27
WTA,Nicole Teodosescu,1491.39,26,2022-09-26
ATP,Yannik Rahman,1484.2,26,2025-05-12
WTA,Jaquelyn Ogunwale,1475.23,26,2025-08-04
ATP,Eric Hadigian,1469.22,26,2025-02-03
WTA,Norhan Hesham,1468.43,26,2024-12-09
WTA,Akgul Amanmuradova,1465.22,26,2022-07-18
WTA,Natalie Gaft,1464.96,26,2025-03-10
WTA,Sara Gambogi,1463.54,26,2021-11-29
ATP,John Patrick Smith,1463.51,26,2023-08-07
WTA,Elaine Genovese,1461.78,26,2025-10-27
WTA,Julia Camblor,1461.31,26,2024-02-26
WTA,Mary Boyce Deatherage,1459.64,26,2024-08-12
WTA,Maria Dolores Lopez Martinez,1457.37,26,2022-03-21
WTA,Mahta Khanloo,1455.47,26,2024-12-16
ATP,Leonardo Catani,1450.62,26,2024-04-15
WTA,Karina Mohamed,1440.75,26,2022-10-03
ATP,Valentin Kopeikin,1440.71,26,2025-05-26
WTA,Jermine Sherif,1440.55,26,2022-11-21
ATP,Hugo Maia,1438.41,26,2025-09-29
ATP,Konstantin Zhzhenov,1432.89,26,2026-03-30
ATP,Nicholas Roberts,1431.22,26,2026-05-25
ATP,Puriwat Chatpatcharoen,1429.9,26,2023-01-16
WTA,Meriem Ben Ezzedine,1428.96,26,2026-05-25
WTA,Sara Borkop,1425.26,26,2024-10-21
ATP,Theo Arribage,1420.68,26,2025-03-11
WTA,Ena Kajevic,1415.29,26,2024-10-28
ATP,Ty Host,1414.01,26,2026-05-25
WTA,Nouray Metwally,1410.53,26,2022-08-29
ATP,Pol Amoros Ramos,1410.36,26,2024-09-09
WTA,Pari Singh,1409.94,26,2024-04-15
WTA,Alexia Trasca,1404.97,26,2026-06-01
WTA,Daria Stefania Malaescu,1391.94,26,2025-07-21
ATP,Tsung Hua Yang,1385.72,26,2021-06-14
WTA,Isabella Bozicevic,1383.9,26,2022-01-10
WTA,Jia Yi Dong,1383.54,26,2023-03-27
WTA,Maria Gaia Meneguzzo,1379.58,26,2024-04-22
ATP,Filip Krolo,1376.72,26,2026-02-09
ATP,Lorenzo Vatteroni,1374.93,26,2024-06-17
WTA,Caitlin Baker,1370.05,26,2026-03-02
ATP,Ha Minh Duc Vu,1368.81,26,2026-01-26
ATP,Gabriele Moghini,1367.28,26,2023-03-20
WTA,Kristin Younes,1363.39,26,2022-01-31
ATP,Anas Bennour Dit Sahli,1355.47,26,2025-10-27
ATP,Aleksei Khomich,1351.33,26,2023-08-07
ATP,Mayeul Darras,1350.07,26,2022-05-16
ATP,Samuil Konov,1349.31,26,2025-06-23
ATP,Jiri Jenicek,1341.63,26,2022-08-22
WTA,Shutong Qu,1339.43,26,2025-09-01
WTA,Marne Dercksen,1333.65,26,2022-03-07
ATP,Natthasith Kunsuwan,1332.7,26,2024-01-01
ATP,Nicolas Hollender,1319.76,26,2026-03-23
ATP,Timur Maulenov,1312.24,26,2023-07-24
WTA,Nele Niermann,1309.49,26,2024-01-08
ATP,Adrian Arcon,1305.15,26,2026-05-04
WTA,Beyza Yaniklar,1276.36,26,2022-03-21
WTA,Vlada Stepanova,1253.11,26,2025-10-20
ATP,Miomir Kecmanovic,1843.18,25,2026-05-12
ATP,Cameron Norrie,1734.27,25,2025-03-11
ATP,Diego Schwartzman,1712.36,25,2025-02-03
ATP,Filip Krajinovic,1645.92,25,2024-07-22
WTA,Margarita Skryabina,1636.57,25,2024-01-29
WTA,Victoria Luiza Barros,1630.84,25,2026-03-30
ATP,Jerzy Janowicz,1621.93,25,2022-03-28
ATP,Theodore Dean,1605.41,25,2026-05-25
ATP,Juan Manuel Benitez Chavarriaga,1601.89,25,2022-11-14
ATP,Petar Jovanovic,1583.32,25,2026-05-25
ATP,Feliciano Lopez,1580.05,25,2023-04-03
WTA,Anastasiya Antal,1578.64,25,2022-01-10
WTA,Sara Svetac,1577.83,25,2025-06-16
WTA,Alexia Harmon,1576.9,25,2024-07-01
WTA,Alexandra Zimmer,1573.71,25,2025-03-24
ATP,Raymond Sarmiento,1570.28,25,2022-08-01
ATP,Keaton Hance,1557.4,25,2026-04-13
WTA,Vlada Guryleva,1551.17,25,2026-05-18
ATP,Maximiliano Estevez,1549.99,25,2022-06-27
WTA,Veronika Vlkovska,1546.26,25,2021-08-09
WTA,Valeria Gorlats,1540.03,25,2025-05-12
ATP,Dragos Dima,1537.21,25,2022-09-19
WTA,Fitriani Sabatini,1530.61,25,2024-11-25
ATP,Stepan Baum,1530.58,25,2026-05-18
ATP,Lorenzo Comino,1528.29,25,2026-06-01
WTA,Magdalena Baniak,1526.32,25,2025-08-18
WTA,Bethanie Mattek Sands,1523.73,25,2025-03-31
WTA,Maya Bordereau,1521.98,25,2024-10-07
ATP,Martin Sabas,1518.79,25,2025-09-29
ATP,Jangjun Kim,1515.12,25,2025-11-10
ATP,Jonas Kucera,1510.41,25,2025-07-28
WTA,Alice Amendola,1506.33,25,2024-10-21
WTA,Naomi Xu,1505.94,25,2025-06-30
ATP,Tommy Robredo,1501.14,25,2022-03-07
WTA,Olivia Center,1500.84,25,2026-06-01
WTA,Milena Ciocan,1498.6,25,2025-04-14
WTA,Ana Carmen Zamburek,1495.28,25,2025-11-03
WTA,Johnnise Renaud,1494.9,25,2023-01-16
WTA,Sophia Whittle,1493.99,25,2021-08-23
ATP,Harry Bourchier,1491.0,25,2022-01-10
ATP,Mark Wallner,1483.15,25,2025-03-11
WTA,Ciara Moore,1481.36,25,2025-09-01
WTA,Ekua Youri,1477.21,25,2025-07-07
WTA,Kyle Mcphillips,1475.77,25,2026-03-09
ATP,Jackson Ross,1472.27,25,2025-01-27
WTA,Stefaniya Pushkar,1469.32,25,2026-06-01
WTA,Rhea Verma,1468.34,25,2024-02-26
ATP,Sebastiano Cocola,1460.05,25,2026-06-01
ATP,Christopher Papa,1453.49,25,2026-05-18
WTA,Sarah Mueller,1450.54,25,2023-01-23
ATP,Dian Nedev,1449.72,25,2025-03-11
WTA,Maria Sofia Madrid Rocca,1449.6,25,2023-06-19
ATP,Jae Hwan Kim,1445.95,25,2025-08-25
ATP,Giacomo Revelli,1445.18,25,2023-07-10
WTA,Ariadna Garcia Patron Canals,1440.6,25,2025-11-10
WTA,Emily Deming,1437.36,25,2025-07-07
ATP,Martins Rocens,1436.94,25,2026-02-02
ATP,Tom Hands,1430.92,25,2026-04-27
ATP,Milan Drinic,1429.38,25,2024-07-29
ATP,Yusuf Khamis,1426.11,25,2025-04-21
ATP,Yua Taka,1420.56,25,2024-11-25
WTA,Eda Arli,1412.81,25,2022-04-25
WTA,Georgina Groth,1407.89,25,2026-04-13
ATP,Phoenix Weir,1406.64,25,2025-07-07
WTA,Anna Grigoreva,1401.79,25,2024-06-17
WTA,Lucrezia Piana,1398.43,25,2023-11-27
WTA,Eline Audenaert,1395.04,25,2021-04-05
WTA,Anna Baranovski,1394.65,25,2023-09-25
WTA,Maria Mauad De Souza,1390.35,25,2024-05-13
ATP,Liam Delicata,1389.61,25,2026-05-11
ATP,Alex Jones,1386.77,25,2026-04-20
WTA,Mia E'Halli Obeid,1378.97,25,2025-11-03
ATP,Xiaoyin Yang,1378.85,25,2026-06-01
WTA,Tal Dekel,1376.69,25,2022-04-25
WTA,Paola Maria Moreno Bautista,1362.14,25,2023-01-30
WTA,Zeynep Erbakan,1352.93,25,2022-12-05
WTA,Natalia Pietras,1352.31,25,2024-07-29
WTA,Rachelle Starreveld,1351.82,25,2025-12-29
ATP,Andrea Del Federico,1351.1,25,2023-04-16
WTA,Mariam Samy,1349.67,25,2022-08-29
ATP,Suraj R Prabodh,1346.69,25,2022-02-14
ATP,Milledge Cossu,1342.91,25,2026-03-09
WTA,Olivia Thiemke,1340.37,25,2024-08-19
WTA,Candela Cimarra Munoz,1331.25,25,2024-05-13
WTA,Alice Ghiraldi,1330.35,25,2025-11-10
WTA,Oluchukwu Jennifer Nkili,1327.89,25,2023-05-15
WTA,Chiara Talleri,1316.56,25,2024-08-26
WTA,Stella Knez,1301.59,25,2025-06-02
WTA,Mianyi Ji,1299.84,25,2024-08-26
WTA,Marija Djurasic,1282.12,25,2024-09-02
WTA,Radhika Yadav,1275.18,25,2024-03-04
WTA,Andra Sutherland,1255.27,25,2024-07-01
WTA,Theodora Degelow,1226.38,25,2024-04-08
ATP,Laurynas Grigelis,1644.92,24,2021-04-19
WTA,Maaya Rajeshwaran Revathi,1640.84,24,2026-02-16
WTA,Antonia Stoyanov,1619.55,24,2026-04-13
ATP,Mario Martinez Serrano,1617.44,24,2025-11-17
WTA,Sabina Zeynalova,1616.16,24,2022-10-03
ATP,Yannick Alexandrescou,1597.72,24,2026-05-18
ATP,Jamie Mackenzie,1589.38,24,2026-04-20
ATP,Alexander Sarkissian,1587.9,24,2021-09-13
ATP,Luis Guto Miguel,1558.65,24,2026-05-04
WTA,Asia Serafini,1548.35,24,2022-02-07
WTA,Maria Shmakova,1544.47,24,2025-05-12
ATP,Johan Oscar Lien,1540.28,24,2026-06-01
ATP,Kenneth Raisma,1536.93,24,2024-01-08
WTA,Saisai Zheng,1535.9,24,2025-10-13
WTA,Anna Kmiecik,1531.0,24,2026-05-04
WTA,Andreea Alexandra Lila,1526.98,24,2024-06-03
WTA,Li Hsin Lin,1518.26,24,2024-06-17
WTA,Dora Miskovic,1516.84,24,2026-06-01
WTA,Galena Krastenova,1514.29,24,2025-09-08
WTA,Anna Yang,1512.96,24,2026-05-11
WTA,Sahra Dennehy,1512.76,24,2024-02-26
WTA,Mandegar Farzami,1512.66,24,2026-05-18
ATP,Loris Pourroy,1508.44,24,2025-01-13
ATP,Aleksandr Nedovyesov,1502.52,24,2023-05-01
WTA,Jessica Livianu,1502.44,24,2022-01-24
ATP,Adam Jilly,1495.93,24,2025-11-10
ATP,Takeru Yuzuki,1493.31,24,2026-03-16
ATP,Edoardo Cherie Ligniere,1484.22,24,2023-05-29
ATP,Alberto Lim,1482.24,24,2025-11-24
WTA,Maria Marfutina,1482.14,24,2021-05-31
WTA,Yuyao Li,1481.04,24,2026-05-11
ATP,Dante Pagani,1480.92,24,2026-02-16
WTA,Anna Lanciaprima,1478.34,24,2024-02-05
ATP,Manvydas Balciunas,1473.12,24,2025-07-14
ATP,Pepijn Bastiaansen,1473.04,24,2026-03-02
WTA,Mathilde Dury,1471.31,24,2021-06-07
ATP,Andrea Bolla,1466.36,24,2024-03-25
ATP,Vladimir Bazilevskiy,1461.67,24,2025-11-03
ATP,Loan Lestir,1454.32,24,2026-05-25
ATP,Timeo Trufelli,1449.66,24,2026-03-02
WTA,Vanshika Choudhary,1448.61,24,2024-02-26
WTA,Juliana Giaccio,1447.8,24,2026-05-25
WTA,Allegra Fiorani,1447.13,24,2026-05-18
WTA,Ainhoa Atucha Gomez,1445.3,24,2022-02-14
WTA,Martyna Ostrzygalo,1444.15,24,2025-06-30
ATP,Saketh Myneni,1443.86,24,2026-02-09
WTA,Alisa Axyanova,1441.41,24,2021-07-19
WTA,Yuzuha Negishi,1440.97,24,2026-05-18
WTA,Luna Ivkovic,1440.34,24,2024-11-25
ATP,Zhao Zhao,1439.66,24,2026-04-06
WTA,Mia Saveljic,1439.48,24,2025-10-06
ATP,Billy Blaydes,1434.74,24,2025-07-14
WTA,Erica Layton,1430.52,24,2023-02-27
WTA,Anca Stefania Sauciuc,1429.75,24,2024-08-05
WTA,Lissi Kubre,1429.11,24,2022-04-18
ATP,David Naharro,1422.21,24,2024-04-01
WTA,Akilah James,1421.97,24,2022-06-13
WTA,Melisa Morales,1421.47,24,2023-06-12
WTA,Himaanshika Singh,1418.73,24,2024-04-22
ATP,James Davis,1418.13,24,2024-02-12
ATP,Leonardo Primucci,1416.39,24,2026-05-25
WTA,Tian Xin Chang,1408.71,24,2024-06-17
WTA,Sydney Dorcil,1404.22,24,2023-01-09
ATP,Ian Lucca Cervantes Tomas,1402.61,24,2025-09-22
WTA,Giorgie Jones,1395.94,24,2024-04-29
WTA,Hiba Heni,1394.89,24,2025-12-22
WTA,Izabela Gabriela Novac,1379.58,24,2022-01-17
ATP,George Tsivadze,1370.4,24,2023-10-23
WTA,Gala Ilic,1370.13,24,2024-09-16
WTA,Claudia Ogescu,1365.54,24,2024-08-12
WTA,Hanna Jankowska,1359.17,24,2025-09-08
ATP,Gabriel Matuszewski,1357.48,24,2026-03-23
WTA,Isidora Cereso,1354.2,24,2023-12-04
WTA,Tricia Mar,1352.41,24,2024-01-01
ATP,Nicolas Philibert,1347.76,24,2025-11-24
ATP,Hong Lin Fu,1347.35,24,2025-11-03
WTA,Dasha Zhabotina,1346.03,24,2024-03-18
WTA,Shu Ying Hsieh,1337.96,24,2025-11-17
WTA,Fatemesadat Zanjani,1321.3,24,2024-03-25
ATP,Mateya Stanisavljevic,1312.09,24,2026-05-18
WTA,Janet Imbo Nloga,1282.68,24,2022-11-21
ATP,Stefan Kostic,1276.34,24,2026-03-16
WTA,Fernanda Guadalupe Regalado Macias,1262.61,24,2026-03-02
WTA,Felitsata Dorofeeva Rybas,1696.44,23,2026-05-11
WTA,Deniz Dilek,1672.36,23,2026-05-25
WTA,Denisa Zoldakova,1671.26,23,2026-05-18
WTA,Angelica Blake,1633.22,23,2025-05-05
WTA,Ha Eum Lee,1632.93,23,2026-05-18
WTA,Alanis Hamilton,1621.45,23,2025-06-23
ATP,Michael Antonius,1603.75,23,2026-04-20
